comment,cleaned_comment,tokenized_comment,stopwords_comment,stemmed_comment,cleaned_stemmed,sentiment_prediction
ahhhh jngn terlalu meledakkk gitu akibat d puji liat mental pemain timnas gk stabil karna jarang menang dn sering imbang keliattan banget mental pemain nya banyak peluang yg bisa berbuah gol tp sayang terlalu kembali kesetelan pabrik yg suka main cepat dn grasak grusuk mg dgn kemenangan ini mental pemain makin stabil dn bisa menikmatti lagi permainan timnas yg tenang pada saat menguasai bola walau dalam pressing tinggi lawan yg pas timnas maen udah berasa ngeliat tim city d primer inggris,ahh jngn terlalu meledakk gitu akibat di puji lihat mental pemain timnas tidak stabil karna jarang menang dan sering imbang keliattan banget mental pemain nya banyak peluang yang bisa berbuah gol tapi sayang terlalu kembali kesetelan pabrik yang suka main cepat dan grasak grusuk mg dengan kemenangan ini mental pemain makin stabil dan bisa menikmatti lagi permainan timnas yang tenang pada saat menguasai bola walau dalam pressing tinggi lawan yang pas timnas maen udah berasa ngeliat tim city di primer inggris,"['ahh', 'jngn', 'terlalu', 'meledakk', 'gitu', 'akibat', 'di', 'puji', 'lihat', 'mental', 'pemain', 'timnas', 'tidak', 'stabil', 'karna', 'jarang', 'menang', 'dan', 'sering', 'imbang', 'keliattan', 'banget', 'mental', 'pemain', 'nya', 'banyak', 'peluang', 'yang', 'bisa', 'berbuah', 'gol', 'tapi', 'sayang', 'terlalu', 'kembali', 'kesetelan', 'pabrik', 'yang', 'suka', 'main', 'cepat', 'dan', 'grasak', 'grusuk', 'mg', 'dengan', 'kemenangan', 'ini', 'mental', 'pemain', 'makin', 'stabil', 'dan', 'bisa', 'menikmatti', 'lagi', 'permainan', 'timnas', 'yang', 'tenang', 'pada', 'saat', 'menguasai', 'bola', 'walau', 'dalam', 'pressing', 'tinggi', 'lawan', 'yang', 'pas', 'timnas', 'maen', 'udah', 'berasa', 'ngeliat', 'tim', 'city', 'di', 'primer', 'inggris']","['ahh', 'jngn', 'meledakk', 'gitu', 'akibat', 'puji', 'lihat', 'mental', 'pemain', 'timnas', 'stabil', 'karna', 'jarang', 'menang', 'imbang', 'keliattan', 'banget', 'mental', 'pemain', 'peluang', 'berbuah', 'gol', 'sayang', 'kesetelan', 'pabrik', 'suka', 'main', 'cepat', 'grasak', 'grusuk', 'mg', 'kemenangan', 'mental', 'pemain', 'stabil', 'menikmatti', 'permainan', 'timnas', 'tenang', 'menguasai', 'bola', 'pressing', 'lawan', 'pas', 'timnas', 'maen', 'udah', 'berasa', 'ngeliat', 'tim', 'city', 'primer', 'inggris']","['ahh', 'jngn', 'meledakk', 'gitu', 'akibat', 'puji', 'lihat', 'mental', 'main', 'timnas', 'stabil', 'karna', 'jarang', 'menang', 'imbang', 'keliattan', 'banget', 'mental', 'main', 'peluang', 'buah', 'gol', 'sayang', 'setel', 'pabrik', 'suka', 'main', 'cepat', 'grasak', 'grusuk', 'mg', 'menang', 'mental', 'main', 'stabil', 'menikmatti', 'main', 'timnas', 'tenang', 'kuasa', 'bola', 'pressing', 'lawan', 'pas', 'timnas', 'maen', 'udah', 'asa', 'ngeliat', 'tim', 'city', 'primer', 'inggris']",ahh jngn meledakk gitu akibat puji lihat mental main timnas stabil karna jarang menang imbang keliattan banget mental main peluang buah gol sayang setel pabrik suka main cepat grasak grusuk mg menang mental main stabil menikmatti main timnas tenang kuasa bola pressing lawan pas timnas maen udah asa ngeliat tim city primer inggris,negative
Terus lolos gk tuh setelah kalo dr Jepang dan cina,terus lolos tidak tuh setelah kalau dari jepang dan cina,"['terus', 'lolos', 'tidak', 'tuh', 'setelah', 'kalau', 'dari', 'jepang', 'dan', 'cina']","['lolos', 'tuh', 'jepang', 'cina']","['lolos', 'tuh', 'jepang', 'cina']",lolos tuh jepang cina,negative
sayang banget eliano gak di mainin,sayang banget eliano tidak di mainin,"['sayang', 'banget', 'eliano', 'tidak', 'di', 'mainin']","['sayang', 'banget', 'eliano', 'mainin']","['sayang', 'banget', 'eliano', 'mainin']",sayang banget eliano mainin,negative
nyari² pelanggaran dalam kotak penalti nih Pemain arab .,nyari pelanggaran dalam kotak penalti nih pemain arab,"['nyari', 'pelanggaran', 'dalam', 'kotak', 'penalti', 'nih', 'pemain', 'arab']","['nyari', 'pelanggaran', 'kotak', 'penalti', 'nih', 'pemain', 'arab']","['nyari', 'langgar', 'kotak', 'penalti', 'nih', 'main', 'arab']",nyari langgar kotak penalti nih main arab,negative
Abu jahal abu lahab 😂😂😂,abu jahal abu lahab,"['abu', 'jahal', 'abu', 'lahab']","['abu', 'jahal', 'abu', 'lahab']","['abu', 'jahal', 'abu', 'lahab']",abu jahal abu lahab,negative
wah rafa ya ampun ah nanggung bgt umpanya,wah rafa iya ampun ah nanggung banget umpanya,"['wah', 'rafa', 'iya', 'ampun', 'ah', 'nanggung', 'banget', 'umpanya']","['rafa', 'iya', 'ampun', 'ah', 'nanggung', 'banget', 'umpanya']","['rafa', 'iya', 'ampun', 'ah', 'nanggung', 'banget', 'umpanya']",rafa iya ampun ah nanggung banget umpanya,negative
"Kalo misalkan gak dibelokin bolanya, Paes bisa nepis itu😢",kalau misalkan tidak dibelokin bolanya paes bisa nepis itu,"['kalau', 'misalkan', 'tidak', 'dibelokin', 'bolanya', 'paes', 'bisa', 'nepis', 'itu']","['dibelokin', 'bolanya', 'paes', 'nepis']","['dibelokin', 'bola', 'paes', 'nepis']",dibelokin bola paes nepis,negative
Berharap bri liga satu d rcti higlig.nya niat banget beda sama tv mujair terbang 🤣🤣,berharap bri liga satu di rcti higlig nya niat banget beda sama tv mujair terbang,"['berharap', 'bri', 'liga', 'satu', 'di', 'rcti', 'higlig', 'nya', 'niat', 'banget', 'beda', 'sama', 'tv', 'mujair', 'terbang']","['berharap', 'bri', 'liga', 'rcti', 'higlig', 'niat', 'banget', 'beda', 'tv', 'mujair', 'terbang']","['harap', 'bri', 'liga', 'rcti', 'higlig', 'niat', 'banget', 'beda', 'tv', 'mujair', 'terbang']",harap bri liga rcti higlig niat banget beda tv mujair terbang,negative
"Kini timnas, gak takut kadang negara manapun, tim kuda hitam",kini timnas tidak takut kadang negara manapun tim kuda hitam,"['kini', 'timnas', 'tidak', 'takut', 'kadang', 'negara', 'manapun', 'tim', 'kuda', 'hitam']","['timnas', 'takut', 'kadang', 'negara', 'manapun', 'tim', 'kuda', 'hitam']","['timnas', 'takut', 'kadang', 'negara', 'mana', 'tim', 'kuda', 'hitam']",timnas takut kadang negara mana tim kuda hitam,neutral
Kekurangan striker saja,kekurangan striker saja,"['kekurangan', 'striker', 'saja']","['kekurangan', 'striker']","['kurang', 'striker']",kurang striker,neutral
Ahhh. MARCELINO TANPA NATURALISASI NOTHING. LU DAPAT UMPAN DARI NATURALISASI. LOCAL IS NOTHING....,ahh marcelino tanpa naturalisasi nothing anda dapat umpan dari naturalisasi local is nothing,"['ahh', 'marcelino', 'tanpa', 'naturalisasi', 'nothing', 'anda', 'dapat', 'umpan', 'dari', 'naturalisasi', 'local', 'is', 'nothing']","['ahh', 'marcelino', 'naturalisasi', 'nothing', 'umpan', 'naturalisasi', 'local', 'nothing']","['ahh', 'marcelino', 'naturalisasi', 'nothing', 'umpan', 'naturalisasi', 'local', 'nothing']",ahh marcelino naturalisasi nothing umpan naturalisasi local nothing,neutral
Mau nonton malah ketiduran😂,mau nonton malah ketiduran,"['mau', 'nonton', 'malah', 'ketiduran']","['nonton', 'ketiduran']","['nonton', 'tidur']",nonton tidur,neutral
Masih tetap nonton walaupun masih sekolah 🦅,masih tetap nonton walaupun masih sekolah,"['masih', 'tetap', 'nonton', 'walaupun', 'masih', 'sekolah']","['nonton', 'sekolah']","['nonton', 'sekolah']",nonton sekolah,neutral
"Saudi Arabia 🇸🇦 without referee is nothing !!! 👎👎👎

-",saudi arabia without referee is nothing,"['saudi', 'arabia', 'without', 'referee', 'is', 'nothing']","['saudi', 'arabia', 'without', 'referee', 'nothing']","['saudi', 'arabia', 'without', 'referee', 'nothing']",saudi arabia without referee nothing,neutral
Gak seru! pemainnya non pribumi.,tidak seru pemainnya non pribumi,"['tidak', 'seru', 'pemainnya', 'non', 'pribumi']","['seru', 'pemainnya', 'non', 'pribumi']","['seru', 'main', 'non', 'pribumi']",seru main non pribumi,neutral
Berasa nonton timnas ORANJE nggak sih?!,berasa nonton timnas oranje tidak sih,"['berasa', 'nonton', 'timnas', 'oranje', 'tidak', 'sih']","['berasa', 'nonton', 'timnas', 'oranje', 'sih']","['asa', 'nonton', 'timnas', 'oranje', 'sih']",asa nonton timnas oranje sih,neutral
Nitip komentar,nitip komentar,"['nitip', 'komentar']","['nitip', 'komentar']","['nitip', 'komentar']",nitip komentar,neutral
Jersey putih paten,jersey putih paten,"['jersey', 'putih', 'paten']","['jersey', 'putih', 'paten']","['jersey', 'putih', 'paten']",jersey putih paten,neutral
nanya dong yang langganan vision kalo nonton rctinya dimana ya ? bukan yang di sportstar,nanya dong yang langganan vision kalau nonton rctinya dimana iya bukan yang di sportstar,"['nanya', 'dong', 'yang', 'langganan', 'vision', 'kalau', 'nonton', 'rctinya', 'dimana', 'iya', 'bukan', 'yang', 'di', 'sportstar']","['nanya', 'langganan', 'vision', 'nonton', 'rctinya', 'dimana', 'iya', 'sportstar']","['nanya', 'langgan', 'vision', 'nonton', 'rctinya', 'mana', 'iya', 'sportstar']",nanya langgan vision nonton rctinya mana iya sportstar,neutral
Berkurang kuota haji kayak nya ni.. 😅,berkurang kuota haji kayak nya ini,"['berkurang', 'kuota', 'haji', 'kayak', 'nya', 'ini']","['berkurang', 'kuota', 'haji', 'kayak']","['kurang', 'kuota', 'haji', 'kayak']",kurang kuota haji kayak,neutral
20x nonton kok masih seneng yaa...,nonton kok masih seneng yaa,"['nonton', 'kok', 'masih', 'seneng', 'yaa']","['nonton', 'seneng', 'yaa']","['nonton', 'neng', 'yaa']",nonton neng yaa,neutral
Alamat Kouta haji berkurang lg ini😂,alamat kouta haji berkurang lagi ini,"['alamat', 'kouta', 'haji', 'berkurang', 'lagi', 'ini']","['alamat', 'kouta', 'haji', 'berkurang']","['alamat', 'kouta', 'haji', 'kurang']",alamat kouta haji kurang,neutral
rcti lu kekurangan komentator yang bagus kah?,rcti anda kekurangan komentator yang bagus kah,"['rcti', 'anda', 'kekurangan', 'komentator', 'yang', 'bagus', 'kah']","['rcti', 'kekurangan', 'komentator', 'bagus', 'kah']","['rcti', 'kurang', 'komentator', 'bagus', 'kah']",rcti kurang komentator bagus kah,neutral
Komposisi ini sdh pas dr awal.,komposisi ini sudah pas dari awal,"['komposisi', 'ini', 'sudah', 'pas', 'dari', 'awal']","['komposisi', 'pas']","['komposisi', 'pas']",komposisi pas,neutral
"Sengaja seri, takut jatah haji dikurangi 😎",sengaja seri takut jatah haji dikurangi,"['sengaja', 'seri', 'takut', 'jatah', 'haji', 'dikurangi']","['sengaja', 'seri', 'takut', 'jatah', 'haji', 'dikurangi']","['sengaja', 'seri', 'takut', 'jatah', 'haji', 'rang']",sengaja seri takut jatah haji rang,neutral
"Nitip sendal...




 
Takut trending",nitip sendal takut trending,"['nitip', 'sendal', 'takut', 'trending']","['nitip', 'sendal', 'takut', 'trending']","['nitip', 'sendal', 'takut', 'trending']",nitip sendal takut trending,neutral
AKU YANG TAKUT NONTON LIVE ..... SOALNYA KALO AKU NONTON SERING KALAH...JADI AKU NONTON HIGHLIGHTS NYA AJA....❤❤❤❤,aku yang takut nonton live soalnya kalau aku nonton sering kalah jadi aku nonton highlights nya saja,"['aku', 'yang', 'takut', 'nonton', 'live', 'soalnya', 'kalau', 'aku', 'nonton', 'sering', 'kalah', 'jadi', 'aku', 'nonton', 'highlights', 'nya', 'saja']","['takut', 'nonton', 'live', 'nonton', 'kalah', 'nonton', 'highlights']","['takut', 'nonton', 'live', 'nonton', 'kalah', 'nonton', 'highlights']",takut nonton live nonton kalah nonton highlights,neutral
Stamina luar biasaaaaa! Lanjutkan garuda !👏,stamina luar biasaa lanjutkan garuda,"['stamina', 'luar', 'biasaa', 'lanjutkan', 'garuda']","['stamina', 'biasaa', 'lanjutkan', 'garuda']","['stamina', 'biasaa', 'lanjut', 'garuda']",stamina biasaa lanjut garuda,neutral
Udah tenang sekarang nonton timnas…aslii,udah tenang sekarang nonton timnas aslii,"['udah', 'tenang', 'sekarang', 'nonton', 'timnas', 'aslii']","['udah', 'tenang', 'nonton', 'timnas', 'aslii']","['udah', 'tenang', 'nonton', 'timnas', 'asli']",udah tenang nonton timnas asli,neutral
sebelum nonton ini gue iklan arhan dulu,sebelum nonton ini saya iklan arhan dulu,"['sebelum', 'nonton', 'ini', 'saya', 'iklan', 'arhan', 'dulu']","['nonton', 'iklan', 'arhan']","['nonton', 'iklan', 'arhan']",nonton iklan arhan,neutral
Baju putih bawa hokki,baju putih bawa hokki,"['baju', 'putih', 'bawa', 'hokki']","['baju', 'putih', 'bawa', 'hokki']","['baju', 'putih', 'bawa', 'hokki']",baju putih bawa hokki,neutral
"2 goal berkelas Marcel,, butuh skill dan ketenangan yg luar biasa,,",goal berkelas marcel butuh skill dan ketenangan yang luar biasa,"['goal', 'berkelas', 'marcel', 'butuh', 'skill', 'dan', 'ketenangan', 'yang', 'luar', 'biasa']","['goal', 'berkelas', 'marcel', 'butuh', 'skill', 'ketenangan']","['goal', 'kelas', 'marcel', 'butuh', 'skill', 'tenang']",goal kelas marcel butuh skill tenang,neutral
Nonton di Senayan,nonton di senayan,"['nonton', 'di', 'senayan']","['nonton', 'senayan']","['nonton', 'senayan']",nonton senayan,neutral
Jersey putih keramat,jersey putih keramat,"['jersey', 'putih', 'keramat']","['jersey', 'putih', 'keramat']","['jersey', 'putih', 'keramat']",jersey putih keramat,neutral
Perasaan tenang skrnag klau kiper paes,perasaan tenang skrnag kalau kiper paes,"['perasaan', 'tenang', 'skrnag', 'kalau', 'kiper', 'paes']","['perasaan', 'tenang', 'skrnag', 'kiper', 'paes']","['asa', 'tenang', 'skrnag', 'kiper', 'paes']",asa tenang skrnag kiper paes,neutral
Memang kudu Jersey putih sepertinya,memang kudu jersey putih sepertinya,"['memang', 'kudu', 'jersey', 'putih', 'sepertinya']","['kudu', 'jersey', 'putih']","['kudu', 'jersey', 'putih']",kudu jersey putih,neutral
CR7 nonton..,cr nonton,"['cr', 'nonton']","['cr', 'nonton']","['cr', 'nonton']",cr nonton,neutral
Min.. Klo main pake baju putih aja,min kalau main pake baju putih saja,"['min', 'kalau', 'main', 'pake', 'baju', 'putih', 'saja']","['min', 'main', 'pake', 'baju', 'putih']","['min', 'main', 'pake', 'baju', 'putih']",min main pake baju putih,neutral
"Min, upload yang full match dong, saya nda sempat nonton soalnya",min upload yang full match dong saya nda sempat nonton soalnya,"['min', 'upload', 'yang', 'full', 'match', 'dong', 'saya', 'nda', 'sempat', 'nonton', 'soalnya']","['min', 'upload', 'full', 'match', 'nda', 'nonton']","['min', 'upload', 'full', 'match', 'nda', 'nonton']",min upload full match nda nonton,neutral
Dinone marselino cah...👍,dinone marselino cah,"['dinone', 'marselino', 'cah']","['dinone', 'marselino', 'cah']","['none', 'marselino', 'cah']",none marselino cah,neutral
Dingin...,dingin,['dingin'],['dingin'],['dingin'],dingin,neutral
nitippp😅,nitipp,['nitipp'],['nitipp'],['nitipp'],nitipp,neutral
Lebih tenang dah indah permainan kalian hari ini😊,lebih tenang sudah indah permainan kalian hari ini,"['lebih', 'tenang', 'sudah', 'indah', 'permainan', 'kalian', 'hari', 'ini']","['tenang', 'indah', 'permainan']","['tenang', 'indah', 'main']",tenang indah main,neutral
Info dong mau nonton full match replay di mana ya,info dong mau nonton full match replay di mana iya,"['info', 'dong', 'mau', 'nonton', 'full', 'match', 'replay', 'di', 'mana', 'iya']","['info', 'nonton', 'full', 'match', 'replay', 'iya']","['info', 'nonton', 'full', 'match', 'replay', 'iya']",info nonton full match replay iya,neutral
"Ttp tenang,jangn berlebihan,semua tim sama aja,gak usah gumonan. Semoga dapat poin di kandang nanti.gak usah koar2 dulu.",ttp tenang jangn berlebihan semua tim sama saja tidak usah gumonan semoga dapat poin di kandang nanti tidak usah koar dulu,"['ttp', 'tenang', 'jangn', 'berlebihan', 'semua', 'tim', 'sama', 'saja', 'tidak', 'usah', 'gumonan', 'semoga', 'dapat', 'poin', 'di', 'kandang', 'nanti', 'tidak', 'usah', 'koar', 'dulu']","['ttp', 'tenang', 'jangn', 'tim', 'gumonan', 'semoga', 'poin', 'kandang', 'koar']","['ttp', 'tenang', 'jangn', 'tim', 'gumonan', 'moga', 'poin', 'kandang', 'koar']",ttp tenang jangn tim gumonan moga poin kandang koar,neutral
Sayang aqu tadi GK nonton,sayang aqu tadi tidak nonton,"['sayang', 'aqu', 'tadi', 'tidak', 'nonton']","['sayang', 'aqu', 'nonton']","['sayang', 'aqu', 'nonton']",sayang aqu nonton,neutral
Tahun 80 an pemain banyak yang putih. Sekarang item semua,tahun an pemain banyak yang putih sekarang item semua,"['tahun', 'an', 'pemain', 'banyak', 'yang', 'putih', 'sekarang', 'item', 'semua']","['pemain', 'putih', 'item']","['main', 'putih', 'item']",main putih item,neutral
Kira2 CR7 ikut nonton gk ya? 😂,kira cr ikut nonton tidak iya,"['kira', 'cr', 'ikut', 'nonton', 'tidak', 'iya']","['cr', 'nonton', 'iya']","['cr', 'nonton', 'iya']",cr nonton iya,neutral
Jersey putih jersey KERAMAT.,jersey putih jersey keramat,"['jersey', 'putih', 'jersey', 'keramat']","['jersey', 'putih', 'jersey', 'keramat']","['jersey', 'putih', 'jersey', 'keramat']",jersey putih jersey keramat,neutral
Dingin cuyy🥶,dingin cuyy,"['dingin', 'cuyy']","['dingin', 'cuyy']","['dingin', 'cuyy']",dingin cuyy,neutral
Memang laen tenang dn fokus,memang laen tenang dan fokus,"['memang', 'laen', 'tenang', 'dan', 'fokus']","['laen', 'tenang', 'fokus']","['laen', 'tenang', 'fokus']",laen tenang fokus,neutral
mode baju putih ni boss😂,mode baju putih ini boss,"['mode', 'baju', 'putih', 'ini', 'boss']","['mode', 'baju', 'putih', 'boss']","['mode', 'baju', 'putih', 'boss']",mode baju putih boss,neutral
"Mudah-mudahan arab saudi tidak mengurangi kuota haji indonesia.....
Amin#",mudah mudahan arab saudi tidak mengurangi kuota haji indonesia amin,"['mudah', 'mudahan', 'arab', 'saudi', 'tidak', 'mengurangi', 'kuota', 'haji', 'indonesia', 'amin']","['mudah', 'mudahan', 'arab', 'saudi', 'mengurangi', 'kuota', 'haji', 'indonesia', 'amin']","['mudah', 'mudah', 'arab', 'saudi', 'kurang', 'kuota', 'haji', 'indonesia', 'amin']",mudah mudah arab saudi kurang kuota haji indonesia amin,neutral
Berasa nonton pildun❤,berasa nonton pildun,"['berasa', 'nonton', 'pildun']","['berasa', 'nonton', 'pildun']","['asa', 'nonton', 'pildun']",asa nonton pildun,neutral
Berarti Indonesia harus pake Jersey putih 😁😍,berarti indonesia harus pake jersey putih,"['berarti', 'indonesia', 'harus', 'pake', 'jersey', 'putih']","['indonesia', 'pake', 'jersey', 'putih']","['indonesia', 'pake', 'jersey', 'putih']",indonesia pake jersey putih,neutral
😢😢😢😢 saya tidak nontoooooooon😢😢😢😢😢😢😢,saya tidak nontoon,"['saya', 'tidak', 'nontoon']",['nontoon'],['nontoon'],nontoon,neutral
Setiap baju putih pasti menang 😂,setiap baju putih pasti menang,"['setiap', 'baju', 'putih', 'pasti', 'menang']","['baju', 'putih', 'menang']","['baju', 'putih', 'menang']",baju putih menang,neutral
Wa duh ga nonton 😢,wa duh tidak nonton,"['wa', 'duh', 'tidak', 'nonton']","['wa', 'duh', 'nonton']","['wa', 'duh', 'nonton']",wa duh nonton,neutral
"Siapa yg udh nonton, trs nonton lg di YT ☝️😁",siapa yang sudah nonton terus nonton lagi di yt,"['siapa', 'yang', 'sudah', 'nonton', 'terus', 'nonton', 'lagi', 'di', 'yt']","['nonton', 'nonton', 'yt']","['nonton', 'nonton', 'yt']",nonton nonton yt,neutral
Begitu marcelino mau mengurangi sedikit egois nya langsung terlihat hasil nya,begitu marcelino mau mengurangi sedikit egois nya langsung terlihat hasil nya,"['begitu', 'marcelino', 'mau', 'mengurangi', 'sedikit', 'egois', 'nya', 'langsung', 'terlihat', 'hasil', 'nya']","['marcelino', 'mengurangi', 'egois', 'langsung', 'hasil']","['marcelino', 'kurang', 'egois', 'langsung', 'hasil']",marcelino kurang egois langsung hasil,neutral
Si towel nonton gak ya....😂😂😂,si towel nonton tidak iya,"['si', 'towel', 'nonton', 'tidak', 'iya']","['si', 'towel', 'nonton', 'iya']","['si', 'towel', 'nonton', 'iya']",si towel nonton iya,neutral
Nonton lagi kita,nonton lagi kita,"['nonton', 'lagi', 'kita']",['nonton'],['nonton'],nonton,neutral
"PLEASE SELAMA PERTANDINGAN PAKE BAJU PUTIH AJA, SELALU BAWA HOKI🎉🎉🎉❤❤",please selama pertandingan pake baju putih saja selalu bawa hoki,"['please', 'selama', 'pertandingan', 'pake', 'baju', 'putih', 'saja', 'selalu', 'bawa', 'hoki']","['please', 'pertandingan', 'pake', 'baju', 'putih', 'bawa', 'hoki']","['please', 'tanding', 'pake', 'baju', 'putih', 'bawa', 'hoki']",please tanding pake baju putih bawa hoki,neutral
Towel nonton gak ya,towel nonton tidak iya,"['towel', 'nonton', 'tidak', 'iya']","['towel', 'nonton', 'iya']","['towel', 'nonton', 'iya']",towel nonton iya,neutral
"Satu kata ""KEREN"" ada ketenangan disini belakang PAES❤❤❤",satu kata keren ada ketenangan disini belakang paes,"['satu', 'kata', 'keren', 'ada', 'ketenangan', 'disini', 'belakang', 'paes']","['keren', 'ketenangan', 'paes']","['keren', 'tenang', 'paes']",keren tenang paes,neutral
